[[32;1;1mINFO[0m] Connection established.
[21:27:46][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 31.80 | Mid: 198.0600 | Sprd: 0.0800
[23:01:06][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -15.70 | Mid: 396.0150 | Sprd: 0.1900
[23:01:06][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 78.32 | Mid: 210.5350 | Sprd: 0.0100
[23:01:06][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -25.68 | Mid: 160.7200 | Sprd: 0.0400
[23:01:07][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -10.03 | Mid: 396.0300 | Sprd: 0.1600
[23:01:07][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 97.63 | Mid: 210.5350 | Sprd: 0.0300
[23:01:07][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -7.09 | Mid: 160.7500 | Sprd: 0.0400
[23:01:08][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 14.19 | Mid: 396.0350 | Sprd: 0.1500
[23:01:08][AAPL] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 131.88 | Mid: 210.5950 | Sprd: 0.0300
[23:01:08][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 6.71 | Mid: 160.7450 | Sprd: 0.0500
[23:01:09][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 50.40 | Mid: 396.1450 | Sprd: 0.1300
[23:01:09][AAPL] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 2 | NeutStr: 0 | EMA: 153.46 | Mid: 210.6100 | Sprd: 0.0400
[23:01:09][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 36.77 | Mid: 160.7900 | Sprd: 0.0400
[23:01:10][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 87.21 | Mid: 396.1700 | Sprd: 0.1800
[23:01:10][AAPL] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 3 | NeutStr: 0 | EMA: 169.64 | Mid: 210.6250 | Sprd: 0.0500
[23:01:10][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 63.39 | Mid: 160.8000 | Sprd: 0.0400
[23:01:11][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 2 | NeutStr: 0 | EMA: 101.73 | Mid: 396.1650 | Sprd: 0.1500
[23:01:11][AAPL] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 4 | NeutStr: 0 | EMA: 166.60 | Mid: 210.6250 | Sprd: 0.0500
[23:01:11][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 2 | NeutStr: 0 | EMA: 83.19 | Mid: 160.9100 | Sprd: 0.0400
[23:01:12][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 3 | NeutStr: 0 | EMA: 109.07 | Mid: 396.1800 | Sprd: 0.1800
[23:01:12][AAPL] State: ENTERING | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 0 | NeutStr: 0 | EMA: 168.07 | Mid: 210.6250 | Sprd: 0.0500
[23:01:12][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 3 | NeutStr: 0 | EMA: 82.29 | Mid: 160.9100 | Sprd: 0.0400
[23:01:13][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 4 | NeutStr: 0 | EMA: 103.47 | Mid: 396.1800 | Sprd: 0.1800
[23:01:13][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 4 | NeutStr: 0 | EMA: 102.25 | Mid: 160.9700 | Sprd: 0.0600
[23:01:13][AAPL] State: HOLDING  | Pos:  +200 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 164.51 | Mid: 210.6300 | Sprd: 0.0400
[23:01:14][MSFT] State: ENTERING | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 0 | NeutStr: 0 | EMA: 101.08 | Mid: 396.2600 | Sprd: 0.1600
[23:01:14][AAPL] State: HOLDING  | Pos:  +200 | Sig: BUY_PRESSURE   | Streak: 2 | NeutStr: 0 | EMA: 168.53 | Mid: 210.6700 | Sprd: 0.0400
[23:01:14][AMZN] State: ENTERING | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 0 | NeutStr: 0 | EMA: 107.18 | Mid: 160.9800 | Sprd: 0.0400
[23:01:15][AAPL] State: HOLDING  | Pos:  +200 | Sig: BUY_PRESSURE   | Streak: 3 | NeutStr: 0 | EMA: 139.06 | Mid: 210.6500 | Sprd: 0.0400
[23:01:15][MSFT] State: HOLDING  | Pos:  +200 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 75.79 | Mid: 396.2550 | Sprd: 0.1500
[23:01:16][MSFT] State: HOLDING  | Pos:  +200 | Sig: BUY_PRESSURE   | Streak: 2 | NeutStr: 0 | EMA: 46.79 | Mid: 396.1950 | Sprd: 0.2100
[23:01:15][AMZN] State: HOLDING  | Pos:  +200 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 99.03 | Mid: 160.9750 | Sprd: 0.0500
[23:01:16][AAPL] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 96.17 | Mid: 210.6350 | Sprd: 0.0500
[23:01:16][AMZN] State: HOLDING  | Pos:  +200 | Sig: BUY_PRESSURE   | Streak: 2 | NeutStr: 0 | EMA: 64.34 | Mid: 160.9600 | Sprd: 0.0400
[23:01:17][MSFT] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 21.08 | Mid: 396.1950 | Sprd: 0.2100
[23:01:17][AAPL] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 83.79 | Mid: 210.6500 | Sprd: 0.0400
[23:01:17][AMZN] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 45.94 | Mid: 160.9650 | Sprd: 0.0300
[23:01:18][MSFT] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 7.65 | Mid: 396.1900 | Sprd: 0.1800
[23:01:18][AAPL] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 59.49 | Mid: 210.6500 | Sprd: 0.0600
[23:01:18][AMZN] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 37.17 | Mid: 160.9750 | Sprd: 0.0500
[23:01:19][MSFT] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -8.72 | Mid: 396.2000 | Sprd: 0.2000
[23:01:19][AAPL] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 21.36 | Mid: 210.6500 | Sprd: 0.0600
[23:01:19][AMZN] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 10.30 | Mid: 160.9550 | Sprd: 0.0300
[23:01:20][MSFT] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -4.33 | Mid: 396.2150 | Sprd: 0.2300
[23:01:20][AAPL] State: EXITING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 2.66 | Mid: 210.6400 | Sprd: 0.0400
[23:01:20][AMZN] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 12.25 | Mid: 161.0050 | Sprd: 0.0500
[23:01:21][MSFT] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 4.08 | Mid: 396.2100 | Sprd: 0.2200
[23:01:21][AAPL] State: EXITING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 29.88 | Mid: 210.6550 | Sprd: 0.0500
[23:01:21][AMZN] State: HOLDING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 23.63 | Mid: 161.0000 | Sprd: 0.0400
[23:01:22][MSFT] State: EXITING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 6.24 | Mid: 396.1700 | Sprd: 0.1400
[23:01:22][AAPL] State: EXITING  | Pos:  +100 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 3.79 | Mid: 210.6200 | Sprd: 0.0200
[23:01:22][AMZN] State: EXITING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 35.62 | Mid: 161.0050 | Sprd: 0.0500
[23:01:23][MSFT] State: EXITING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 0.26 | Mid: 396.1550 | Sprd: 0.1100
[23:01:23][AAPL] State: EXITING  | Pos:  +100 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -28.76 | Mid: 210.5950 | Sprd: 0.0100
[23:01:23][AMZN] State: EXITING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 15.82 | Mid: 160.9550 | Sprd: 0.0300
[23:01:24][MSFT] State: EXITING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -18.15 | Mid: 396.0500 | Sprd: 0.1600
[23:01:24][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -41.58 | Mid: 210.6000 | Sprd: 0.0200
[23:01:24][AMZN] State: EXITING  | Pos:  +100 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 8.70 | Mid: 160.8600 | Sprd: 0.0200
[23:01:25][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -62.62 | Mid: 210.5050 | Sprd: 0.0100
[23:01:25][MSFT] State: EXITING  | Pos:  +200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -47.68 | Mid: 395.8950 | Sprd: 0.1500
[23:01:25][AMZN] State: EXITING  | Pos:  +100 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -22.56 | Mid: 160.7500 | Sprd: 0.0400
[23:01:26][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -98.67 | Mid: 210.5200 | Sprd: 0.0600
[23:01:26][MSFT] State: EXITING  | Pos:  +200 | Sig: SELL_PRESSURE  | Streak: 1 | NeutStr: 0 | EMA: -68.90 | Mid: 395.8650 | Sprd: 0.1500
[23:01:26][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -28.63 | Mid: 160.7900 | Sprd: 0.0400
[23:01:27][AAPL] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 1 | NeutStr: 0 | EMA: -115.06 | Mid: 210.4850 | Sprd: 0.0300
[23:01:27][MSFT] State: EXITING  | Pos:  +200 | Sig: SELL_PRESSURE  | Streak: 2 | NeutStr: 0 | EMA: -71.90 | Mid: 395.8650 | Sprd: 0.1300
[23:01:27][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -50.31 | Mid: 160.7700 | Sprd: 0.0400
[23:01:28][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -91.01 | Mid: 210.5450 | Sprd: 0.0300
[23:01:28][MSFT] State: EXITING  | Pos:  +200 | Sig: SELL_PRESSURE  | Streak: 3 | NeutStr: 0 | EMA: -67.19 | Mid: 395.8600 | Sprd: 0.1200
[23:01:28][AMZN] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 1 | NeutStr: 0 | EMA: -65.22 | Mid: 160.7300 | Sprd: 0.0600
[23:01:29][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -67.31 | Mid: 210.6150 | Sprd: 0.0500
[23:01:29][MSFT] State: EXITING  | Pos:  +200 | Sig: SELL_PRESSURE  | Streak: 4 | NeutStr: 0 | EMA: -63.95 | Mid: 395.7700 | Sprd: 0.1400
[23:01:29][AMZN] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 2 | NeutStr: 0 | EMA: -79.91 | Mid: 160.6650 | Sprd: 0.0500
[23:01:30][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -24.83 | Mid: 210.6250 | Sprd: 0.0300
[MSFT][EXITING] Flip SELL 4 lots (exit 2 + new 2) @ 395.7600
[23:01:30][MSFT] State: ENTERING | Pos:  +200 | Sig: SELL_PRESSURE  | Streak: 0 | NeutStr: 0 | EMA: -52.93 | Mid: 395.7650 | Sprd: 0.1300
[23:01:30][AMZN] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 3 | NeutStr: 0 | EMA: -92.96 | Mid: 160.6250 | Sprd: 0.0500
[23:01:31][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 27.11 | Mid: 210.6550 | Sprd: 0.0500
[23:01:31][MSFT] State: HOLDING  | Pos:  +100 | Sig: SELL_PRESSURE  | Streak: 1 | NeutStr: 0 | EMA: -45.66 | Mid: 395.7500 | Sprd: 0.1200
[23:01:31][AMZN] State: FLAT     | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 4 | NeutStr: 0 | EMA: -123.45 | Mid: 160.5900 | Sprd: 0.0400
[23:01:32][MSFT] State: HOLDING  | Pos:  +100 | Sig: SELL_PRESSURE  | Streak: 2 | NeutStr: 0 | EMA: -49.60 | Mid: 395.7500 | Sprd: 0.1200
[23:01:32][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 79.52 | Mid: 210.6550 | Sprd: 0.0500
[23:01:32][AMZN] State: ENTERING | Pos:    +0 | Sig: SELL_PRESSURE  | Streak: 0 | NeutStr: 0 | EMA: -130.73 | Mid: 160.5900 | Sprd: 0.0400
[23:01:33][MSFT] State: HOLDING  | Pos:  +100 | Sig: SELL_PRESSURE  | Streak: 3 | NeutStr: 0 | EMA: -41.17 | Mid: 395.8050 | Sprd: 0.1500
[23:01:33][AAPL] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 119.23 | Mid: 210.7350 | Sprd: 0.0500
[23:01:34][MSFT] State: HOLDING  | Pos:  +100 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -38.12 | Mid: 395.7650 | Sprd: 0.1700
[23:01:33][AMZN] State: HOLDING  | Pos:  -200 | Sig: SELL_PRESSURE  | Streak: 1 | NeutStr: 0 | EMA: -124.21 | Mid: 160.5850 | Sprd: 0.0300
[23:01:34][AAPL] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 2 | NeutStr: 0 | EMA: 143.46 | Mid: 210.7700 | Sprd: 0.0200
[23:01:34][AMZN] State: HOLDING  | Pos:  -200 | Sig: SELL_PRESSURE  | Streak: 2 | NeutStr: 0 | EMA: -118.48 | Mid: 160.5600 | Sprd: 0.0400
[23:01:35][MSFT] State: HOLDING  | Pos:  +100 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -38.92 | Mid: 395.7600 | Sprd: 0.1600
[23:01:35][AAPL] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 3 | NeutStr: 0 | EMA: 146.05 | Mid: 210.7350 | Sprd: 0.0100
[23:01:35][AMZN] State: HOLDING  | Pos:  -200 | Sig: SELL_PRESSURE  | Streak: 3 | NeutStr: 0 | EMA: -91.27 | Mid: 160.5800 | Sprd: 0.0400
[23:01:36][MSFT] State: HOLDING  | Pos:  +100 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -39.64 | Mid: 395.7550 | Sprd: 0.1500
[23:01:36][AAPL] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 4 | NeutStr: 0 | EMA: 141.57 | Mid: 210.7700 | Sprd: 0.0400
[23:01:36][AMZN] State: HOLDING  | Pos:  -200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -59.48 | Mid: 160.5750 | Sprd: 0.0500
[23:01:37][MSFT] State: HOLDING  | Pos:  +100 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -32.76 | Mid: 395.7600 | Sprd: 0.1600
[23:01:37][AAPL] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 5 | NeutStr: 0 | EMA: 150.31 | Mid: 210.8200 | Sprd: 0.0200
[23:01:37][AMZN] State: HOLDING  | Pos:  -200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -25.05 | Mid: 160.6050 | Sprd: 0.0500
[23:01:38][MSFT] State: EXITING  | Pos:  +100 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -29.23 | Mid: 395.8200 | Sprd: 0.1600
[23:01:38][AAPL] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 6 | NeutStr: 0 | EMA: 148.93 | Mid: 210.8500 | Sprd: 0.0200
[23:01:38][AMZN] State: HOLDING  | Pos:  -200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -15.37 | Mid: 160.5850 | Sprd: 0.0500
[23:01:39][MSFT] State: EXITING  | Pos:  +100 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -24.06 | Mid: 395.6800 | Sprd: 0.1200
[23:01:39][AAPL] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 7 | NeutStr: 0 | EMA: 123.24 | Mid: 210.8050 | Sprd: 0.0300
[23:01:39][AMZN] State: HOLDING  | Pos:  -200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -8.63 | Mid: 160.4200 | Sprd: 0.0800
[23:01:40][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 97.25 | Mid: 210.7950 | Sprd: 0.0300
[23:01:40][MSFT] State: EXITING  | Pos:  +100 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -22.96 | Mid: 395.6550 | Sprd: 0.0900
[23:01:40][AMZN] State: EXITING  | Pos:  -200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -4.18 | Mid: 160.4600 | Sprd: 0.0600
[23:01:41][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 51.33 | Mid: 210.7350 | Sprd: 0.0300
[23:01:41][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -13.40 | Mid: 395.6700 | Sprd: 0.1200
[23:01:41][AMZN] State: EXITING  | Pos:  -200 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -13.25 | Mid: 160.3950 | Sprd: 0.0700
[23:01:42][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -19.76 | Mid: 395.6500 | Sprd: 0.1600
[23:01:42][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -0.61 | Mid: 210.7350 | Sprd: 0.0700
[23:01:43][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -26.25 | Mid: 395.7300 | Sprd: 0.1600
[23:01:42][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -23.28 | Mid: 160.4550 | Sprd: 0.0700
[23:01:43][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -46.69 | Mid: 210.7350 | Sprd: 0.0700
[23:01:43][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -6.28 | Mid: 160.5100 | Sprd: 0.0400
[23:01:44][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -10.19 | Mid: 395.7950 | Sprd: 0.1500
[23:01:44][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -52.90 | Mid: 210.8200 | Sprd: 0.0400
[23:01:44][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 20.72 | Mid: 160.5150 | Sprd: 0.0500
[23:01:45][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 4.99 | Mid: 395.7750 | Sprd: 0.1100
[23:01:45][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -56.56 | Mid: 210.7550 | Sprd: 0.0500
[23:01:45][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 23.32 | Mid: 160.5050 | Sprd: 0.0300
[23:01:46][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 9.88 | Mid: 395.7750 | Sprd: 0.1700
[23:01:46][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -64.37 | Mid: 210.7350 | Sprd: 0.0700
[23:01:46][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 50.85 | Mid: 160.5950 | Sprd: 0.0500
[23:01:47][MSFT] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 33.05 | Mid: 395.8750 | Sprd: 0.1700
[23:01:47][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -45.60 | Mid: 210.7650 | Sprd: 0.0500
[23:01:47][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 41.72 | Mid: 160.5850 | Sprd: 0.0500
[23:01:48][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 51.81 | Mid: 395.9600 | Sprd: 0.1400
[23:01:48][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -19.62 | Mid: 210.8300 | Sprd: 0.0200
[23:01:48][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 40.09 | Mid: 160.6400 | Sprd: 0.0400
[23:01:49][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 2 | NeutStr: 0 | EMA: 54.69 | Mid: 395.9600 | Sprd: 0.1400
[23:01:49][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -19.61 | Mid: 210.8250 | Sprd: 0.0300
[23:01:49][AMZN] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 52.75 | Mid: 160.6900 | Sprd: 0.0600
[23:01:50][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 3 | NeutStr: 0 | EMA: 60.63 | Mid: 395.9600 | Sprd: 0.1400
[23:01:50][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -20.09 | Mid: 210.8050 | Sprd: 0.0500
[23:01:50][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 1 | NeutStr: 0 | EMA: 83.79 | Mid: 160.7350 | Sprd: 0.0500
[23:01:51][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 4 | NeutStr: 0 | EMA: 81.20 | Mid: 395.9900 | Sprd: 0.1800
[23:01:51][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 16.69 | Mid: 210.8350 | Sprd: 0.0300
[23:01:51][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 2 | NeutStr: 0 | EMA: 105.39 | Mid: 160.7700 | Sprd: 0.0600
[23:01:52][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 5 | NeutStr: 0 | EMA: 88.43 | Mid: 395.9750 | Sprd: 0.1100
[23:01:52][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 11.62 | Mid: 210.7700 | Sprd: 0.0200
[23:01:52][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 3 | NeutStr: 0 | EMA: 122.22 | Mid: 160.7200 | Sprd: 0.0200
[23:01:53][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 6 | NeutStr: 0 | EMA: 81.55 | Mid: 395.9750 | Sprd: 0.1100
[23:01:53][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: 7.71 | Mid: 210.7900 | Sprd: 0.0200
[23:01:53][AMZN] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 4 | NeutStr: 0 | EMA: 104.10 | Mid: 160.6850 | Sprd: 0.0300
[23:01:54][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 7 | NeutStr: 0 | EMA: 89.07 | Mid: 396.0200 | Sprd: 0.1800
[23:01:54][AAPL] State: FLAT     | Pos:    +0 | Sig: NEUTRAL        | Streak: 0 | NeutStr: 0 | EMA: -9.51 | Mid: 210.7750 | Sprd: 0.0100
[23:01:54][AMZN] State: ENTERING | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 0 | NeutStr: 0 | EMA: 70.83 | Mid: 160.6800 | Sprd: 0.0400
[23:01:55][MSFT] State: FLAT     | Pos:    +0 | Sig: BUY_PRESSURE   | Streak: 8 | NeutStr: 0 | EMA: 91.48 | Mid: 395.9850 | Sprd: 0.1100
